#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_1149	10440	4	N	N	1	*	*,1149,*
contig_248	10435	9	N	N	1	*	*,248,*
contig_1139	10429	4	N	N	1	*	*,1139,*
contig_1130	10423	3	N	N	1	*	*,1130,*
contig_255	10379	3	N	N	1	*	*,255,*
contig_236	10374	3	N	N	1	*	*,236,*
contig_449	10345	5	N	N	1	*	*,449,*
contig_436	10325	3	N	N	1	*	*,436,*
contig_865	10309	4	N	N	1	*	*,865,*
contig_1242	10290	3	N	N	1	*	*,1242,*
contig_1192	10286	4	N	N	1	*	*,1192,*
contig_736	10266	5	N	N	1	*	*,736,*
contig_608	10243	4	N	N	1	*	*,608,*
contig_772	10234	3	N	N	1	*	*,772,*
contig_1161	10218	5	N	N	1	*	*,1161,*
contig_804	10179	4	N	N	1	*	*,804,*
contig_225	10144	3	N	N	1	*	*,225,*
contig_1238	10120	4	N	N	1	*	*,1238,*
contig_931	10118	3	N	N	1	*	*,931,*
contig_1142	10117	3	N	N	1	*	*,1142,*
contig_316	10088	3	N	N	1	*	*,316,*
contig_880	10085	4	N	N	1	*	*,880,*
contig_1230	10068	4	N	N	1	*	*,1230,*
contig_1101	10056	4	N	N	1	*	*,1101,*
contig_477	10026	3	N	N	1	*	*,477,*
contig_278	10024	3	N	N	1	*	*,278,*
contig_1190	10009	6	N	N	1	*	*,1190,*
contig_589	9989	3	N	N	1	*	*,589,*
contig_133	9961	5	N	N	1	*	*,133,*
contig_213	9931	5	N	N	1	*	*,213,*
contig_1033	9917	3	N	N	1	*	*,1033,*
contig_1300	9899	3	N	N	1	*	*,1300,*
contig_934	9862	3	N	N	1	*	*,934,*
contig_1094	9851	4	N	N	1	*	*,1094,*
contig_576	9845	4	N	N	1	*	*,576,*
contig_578	9837	5	N	N	1	*	*,578,*
contig_60	9808	5	N	N	1	*	*,60,*
contig_334	9796	5	N	N	1	*	*,334,*
contig_218	9701	7	N	N	2	*	*,218,*
contig_867	9673	4	N	N	1	*	*,867,*
contig_395	9669	6	N	N	1	*	*,395,*
contig_821	9663	4	N	N	1	*	*,821,*
contig_833	9657	5	N	N	1	*	*,833,*
contig_161	9646	3	N	N	1	*	*,161,*
contig_308	9628	3	N	N	1	*	*,308,*
contig_1143	9598	3	N	N	1	*	*,1143,*
contig_716	9598	3	N	N	1	*	*,716,*
contig_1056	9597	8	N	N	2	*	*,1056,*
contig_200	9596	3	N	N	1	*	*,200,*
contig_699	9593	5	N	N	1	*	*,699,*
contig_885	9578	28	N	N	7	*	*,885,*
contig_470	9574	5	N	N	1	*	*,470,*
contig_28	9569	4	N	N	1	*	*,28,*
contig_1259	9563	8	N	N	2	*	*,1259,*
contig_554	9560	5	N	N	1	*	*,554,*
contig_588	9540	3	N	N	1	*	*,588,*
contig_419	9523	3	N	Y	1	*	*,419
contig_1217	9521	3	N	N	1	*	*,1217,*
contig_1325	9460	15	N	N	4	*	*,1325,*
contig_53	9439	8	N	N	2	*	*,53,*
contig_137	9422	3	N	N	1	*	*,137,*
contig_283	9415	10	N	N	2	*	*,283,*
contig_119	9376	6	N	N	1	*	*,119,*
contig_1206	9375	7	N	N	1	*	*,1206,*
contig_1182	9343	3	N	N	1	*	*,1182,*
contig_16	9331	5	N	N	1	*	*,16,*
contig_889	9317	3	N	N	1	*	*,889,*
contig_459	9307	3	N	N	1	*	*,459,*
contig_1028	9305	4	N	N	1	*	*,1028,*
contig_269	9285	3	N	N	1	*	*,269,*
contig_1166	9267	4	N	N	1	*	*,1166,*
contig_446	9266	4	N	N	1	*	*,446,*
contig_99	9260	6	N	N	1	*	*,99,*
contig_853	9259	4	N	N	1	*	*,853,*
contig_492	9240	8	N	N	2	*	*,492,*
contig_636	9214	4	N	N	1	*	*,636,*
contig_752	9201	3	N	N	1	*	*,752,*
contig_1220	9196	4	N	N	1	*	*,1220,*
contig_1236	9173	10	N	N	2	*	*,1236,*
contig_730	9143	4	N	N	1	*	*,730,*
contig_886	9139	5	N	N	1	*	*,886,*
contig_651	9129	4	N	N	1	*	*,651,*
contig_647	9128	7	N	N	1	*	*,647,*
contig_397	9106	3	N	N	1	*	*,397,*
contig_1062	9071	18	N	N	4	*	*,1062,*
contig_712	9070	4	N	N	1	*	*,712,*
contig_1263	9060	6	N	N	1	*	-34,-33,1263,-78
contig_1202	9048	7	N	N	1	*	*,1202,*
contig_577	9041	4	N	N	1	*	*,577,*
contig_297	9023	9	N	N	2	*	*,297,*
contig_558	8996	4	N	N	1	*	*,558,*
contig_355	8919	3	N	N	1	*	*,355,*
contig_708	8906	4	N	N	1	*	*,708,*
contig_640	8889	4	N	N	1	*	*,640,*
contig_1248	8882	4	N	N	1	*	*,1248,*
contig_226	8874	4	N	N	1	*	*,226,*
contig_1078	8853	5	N	N	1	*	*,1078,*
contig_1175	8799	6	N	N	1	*	*,1175,*
contig_1264	8776	4	N	N	1	*	*,1264,*
contig_673	8765	4	N	N	1	*	*,673,*
contig_831	8762	3	N	N	1	*	*,831,*
contig_1058	8756	4	N	N	1	*	*,1058,*
contig_933	8756	3	N	N	1	*	*,933,*
contig_145	8724	3	N	N	1	*	*,145,*
contig_878	8721	5	N	N	1	*	*,878,*
contig_455	8691	5	N	N	1	*	*,455,*
contig_746	8676	3	N	N	1	*	*,746,*
contig_706	8652	3	N	N	1	*	*,706,*
contig_456	8630	9	N	N	1	*	*,456,*
contig_109	8614	4	N	N	1	*	*,109,*
contig_595	8610	4	N	N	1	*	*,595,*
contig_785	8590	3	N	N	1	*	*,785,*
contig_539	8534	4	N	N	1	*	*,539,*
contig_441	8533	7	N	N	2	*	*,441,*
contig_20	8519	5	N	N	1	*	*,20,*
contig_393	8487	6	N	Y	1	24	*,393,*
contig_926	8482	3	N	N	1	*	*,926,*
contig_1017	8477	3	N	N	1	*	*,1017,*
contig_127	8475	3	N	N	1	*	*,127,*
contig_975	8471	4	N	N	1	*	*,975,*
contig_173	8463	5	N	N	1	*	*,173,*
contig_118	8437	5	N	N	1	*	*,118,*
contig_836	8401	6	N	N	1	*	*,836,*
contig_1157	8375	4	N	N	1	*	*,1157,*
contig_897	8303	4	N	N	1	*	*,897,*
contig_263	8278	7	N	N	1	*	*,263,*
contig_1260	8244	5	N	N	1	*	*,1260,*
contig_214	8226	4	N	N	1	*	*,214,*
contig_253	8224	5	N	N	1	*	*,253,*
contig_199	8214	3	N	N	1	*	*,199,*
contig_592	8212	3	N	N	1	*	*,592,*
contig_508	8202	6	N	N	1	*	*,508,*
contig_422	8198	4	N	N	1	*	*,422,*
contig_141	8143	4	N	N	1	*	*,141,*
contig_962	8140	9	N	N	2	*	*,962,*
contig_114	8125	4	N	N	1	*	*,114,*
contig_135	8108	4	N	N	1	*	*,135,*
contig_1213	8104	3	N	N	1	*	*,1213,*
contig_1100	8092	3	N	N	1	*	*,1100,*
contig_1020	8090	4	N	N	1	*	*,1020,*
contig_978	8089	4	N	N	1	*	*,978,*
contig_986	8087	4	N	N	1	*	*,986,*
contig_695	8066	3	N	N	1	*	*,695,*
contig_858	8059	4	N	N	1	*	*,858,*
contig_645	8046	3	N	N	1	*	*,645,*
contig_1245	8034	3	N	N	1	*	*,1245,*
contig_158	8033	5	N	N	1	*	*,158,*
contig_553	8029	4	N	Y	1	*	*,553,*
contig_1237	8013	3	N	N	1	*	*,1237,*
contig_1254	8008	3	N	N	1	*	*,1254,*
contig_818	7998	4	N	N	1	*	*,818,*
contig_482	7983	3	N	N	1	*	*,482,*
contig_614	7981	4	N	N	1	*	*,614,*
contig_1183	7962	3	N	N	1	*	*,1183,*
contig_323	7935	4	N	N	1	*	*,323,*
contig_1167	7907	4	N	N	1	*	*,1167,*
contig_284	7902	4	N	N	1	*	*,284,*
contig_139	7869	4	N	N	1	*	*,139,*
contig_81	7867	8	N	N	2	*	81
contig_162	7842	4	N	N	1	*	*,162,*
contig_345	7836	5	N	N	1	*	*,345,*
contig_1105	7801	3	N	N	1	*	*,1105,*
contig_844	7785	4	N	N	1	*	*,844,*
contig_15	7770	3	N	N	1	*	*,15,*
contig_980	7749	5	N	N	1	*	*,980,*
contig_332	7743	5	N	N	1	*	*,332,*
contig_110	7741	5	N	N	1	*	*,110,*
contig_506	7724	3	N	N	1	*	*,506,*
contig_667	7706	4	N	N	1	*	*,667,*
contig_488	7679	3	N	N	1	*	*,488,*
contig_690	7672	3	N	N	1	*	*,690,*
contig_868	7666	3	N	N	1	*	*,868,*
contig_613	7662	3	N	N	1	*	*,613,*
contig_692	7660	4	N	N	1	*	*,692,*
contig_911	7629	3	N	N	1	*	*,911,*
contig_381	7626	4	N	N	1	*	*,381,*
contig_860	7602	13	Y	N	3	*	860
contig_769	7599	5	N	N	1	*	*,769,*
contig_465	7591	5	N	N	1	*	*,465,*
contig_288	7587	7	N	N	1	*	*,288,*
contig_918	7567	4	N	N	1	*	*,918,*
contig_786	7565	3	N	N	1	*	*,786,*
contig_811	7549	5	N	N	1	*	*,811,*
contig_249	7547	3	N	N	1	*	*,249,*
contig_579	7537	4	N	N	1	*	*,579,*
contig_480	7536	4	N	N	1	*	*,480,*
contig_1163	7519	4	N	N	1	*	*,1163,*
contig_242	7456	4	N	N	1	*	*,242,*
contig_327	7439	4	N	N	1	*	*,327,*
contig_406	7433	4	N	N	1	*	*,406,*
contig_757	7424	3	N	N	1	*	*,757,*
contig_182	7401	3	N	N	1	*	*,182,*
contig_178	7364	4	N	N	1	*	*,178,*
contig_195	7331	15	N	N	3	*	*,195,*
contig_871	7312	3	N	N	1	*	*,871,*
contig_184	7299	4	N	N	1	*	*,184,*
contig_751	7262	5	N	N	1	*	*,751,*
contig_882	7260	4	N	N	1	*	*,882,*
contig_1165	7254	5	N	N	1	*	*,1165,*
contig_92	7248	4	N	N	1	*	*,92,*
contig_711	7233	3	N	N	1	*	*,711,*
contig_241	7215	4	N	N	1	*	*,241,*
contig_660	7213	5	N	N	1	*	*,660,*
contig_9	7213	3	N	N	1	*	*,9,*
contig_1029	7207	4	N	N	1	*	*,1029,*
contig_473	7201	3	N	N	1	*	*,473,*
contig_1247	7176	4	N	N	1	*	*,1247,*
contig_1107	7141	4	N	N	1	*	*,1107,*
contig_524	7140	3	N	N	1	*	*,524,*
contig_340	7118	3	N	N	1	*	*,340,*
contig_715	7115	4	N	N	1	*	*,715,*
contig_659	7113	12	N	N	3	*	*,659,*
contig_1198	7078	7	N	N	2	*	*,1198,*
contig_1048	7074	4	N	N	1	*	*,1048,*
contig_921	7073	4	N	N	1	*	*,921,*
contig_548	7060	5	N	N	1	*	*,548,*
contig_745	7053	3	N	N	1	*	*,745,*
contig_1108	7031	3	N	N	1	*	*,1108,*
contig_822	7016	5	N	N	1	*	*,822,*
contig_285	7003	3	N	N	1	*	*,285,*
contig_1118	6990	3	N	N	1	*	*,1118,*
contig_411	6977	4	N	N	1	*	*,411,*
contig_1275	6971	5	N	N	1	*	*,1275,*
contig_538	6964	4	N	N	1	*	*,538,*
contig_564	6963	4	N	N	1	*	*,564,*
contig_970	6952	3	N	N	1	*	*,970,*
contig_656	6946	3	N	N	1	*	*,656,*
contig_1110	6942	4	N	N	1	*	*,1110,*
contig_1076	6920	3	N	Y	1	38	*,1076,*
contig_750	6906	3	N	N	1	*	*,750,*
contig_526	6892	5	N	N	1	*	*,526,*
contig_1244	6886	4	N	N	1	*	*,1244,*
contig_670	6873	3	N	N	1	*	*,670,*
contig_1055	6849	5	N	N	1	*	*,1055,*
contig_976	6848	3	N	N	1	*	*,976,*
contig_494	6838	4	N	N	1	*	*,494,*
contig_387	6818	3	N	N	1	*	*,387,*
contig_49	6814	6	N	N	1	*	*,49,*
contig_302	6785	4	N	N	1	*	*,302,*
contig_402	6777	7	N	N	1	*	*,402,*
contig_313	6773	3	N	N	1	*	*,313,*
contig_1239	6763	6	N	N	1	*	*,1239,*
contig_835	6762	5	N	N	1	*	*,835,*
contig_1045	6758	3	N	N	1	*	*,1045,*
contig_862	6752	4	N	N	1	*	*,862,*
contig_906	6748	4	N	N	1	*	*,906,*
contig_969	6727	4	N	N	1	*	*,969,*
contig_231	6725	5	N	N	1	*	*,231,*
contig_27	6701	4	N	N	1	*	*,27,*
contig_507	6676	4	N	N	1	*	*,507,*
contig_457	6663	4	N	N	1	*	*,457,*
contig_247	6658	7	N	N	1	*	*,247,*
contig_163	6638	3	N	N	1	*	*,163,*
contig_694	6632	4	N	N	1	*	*,694,*
contig_437	6610	3	N	N	1	*	*,437,*
contig_21	6607	4	N	N	1	*	*,21,*
contig_915	6604	4	N	N	1	*	*,915,*
contig_610	6587	3	N	N	1	*	*,610,*
contig_464	6574	3	N	N	1	*	*,464,*
contig_819	6571	5	N	N	1	*	*,819,*
contig_827	6567	3	N	N	1	*	*,827,*
contig_1214	6555	4	N	N	1	*	*,1214,*
contig_936	6544	4	N	N	1	*	*,936,*
contig_877	6539	4	N	N	1	*	*,877,*
contig_428	6513	5	N	N	1	*	*,428,*
contig_739	6513	4	N	N	1	*	*,739,*
contig_1188	6509	3	N	N	1	*	*,1188,*
contig_511	6497	4	N	N	1	*	*,511,*
contig_189	6491	7	N	N	1	*	*,189,*
contig_792	6482	3	N	N	1	*	*,792,*
contig_584	6480	3	N	N	1	*	*,584,*
contig_580	6475	4	N	N	1	*	*,580,*
contig_1170	6469	3	N	N	1	*	*,1170,*
contig_777	6458	3	N	N	1	*	*,777,*
contig_89	6454	7	N	N	2	*	*,89,*
contig_961	6451	4	N	N	1	*	*,961,*
contig_104	6449	9	N	N	1	*	*,104,*
contig_1180	6390	4	N	N	1	*	*,1180,*
contig_206	6381	5	N	N	1	*	*,206,*
contig_498	6372	3	N	N	1	*	*,498,*
contig_960	6369	4	N	N	1	*	*,960,*
contig_783	6360	5	N	N	1	*	*,783,*
contig_51	6357	4	N	N	1	*	*,51,*
contig_912	6350	3	N	N	1	*	*,912,*
contig_495	6346	3	N	N	1	*	*,495,*
contig_781	6339	5	N	N	1	*	*,781,*
contig_908	6337	5	N	N	1	*	*,908,*
contig_809	6323	3	N	N	1	*	*,809,*
contig_430	6291	4	N	N	1	*	*,430,*
contig_499	6276	3	N	N	1	*	*,499,*
contig_664	6262	5	N	N	1	*	*,664,*
contig_958	6251	4	N	N	1	*	*,958,*
contig_4	6238	4	N	N	1	*	*,4,*
contig_175	6221	4	N	N	1	*	*,175,*
contig_782	6219	3	N	N	1	*	*,782,*
contig_244	6206	3	N	N	1	*	*,244,*
contig_1160	6205	4	N	N	1	*	*,1160,*
contig_826	6190	4	N	N	1	*	*,826,*
contig_842	6141	4	N	N	1	*	*,842,*
contig_891	6141	8	N	N	2	*	*,891,*
contig_899	6138	5	N	N	1	*	*,899,*
contig_618	6136	4	N	N	1	*	*,618,*
contig_148	6129	3	N	N	1	*	*,148,*
contig_770	6115	4	N	N	1	*	*,770,*
contig_693	6112	3	N	N	1	*	*,693,*
contig_534	6111	5	N	N	1	*	*,534,*
contig_271	6108	3	N	N	1	*	*,271,*
contig_606	6104	3	N	N	1	*	*,606,*
contig_840	6074	3	N	N	1	*	*,840,*
contig_8	6065	15	Y	N	4	*	8
contig_521	6064	3	N	N	1	*	*,521,*
contig_26	6059	5	N	N	1	*	*,26,*
contig_126	6032	4	N	N	1	*	*,126,*
contig_1311	6018	6	N	N	1	*	*,605,1311,-605,*
contig_532	6017	3	N	N	1	*	*,532,*
contig_1232	6004	4	N	N	1	*	*,1232,*
contig_431	5995	6	N	N	1	*	*,431,*
contig_536	5993	3	N	N	1	*	*,536,*
contig_593	5972	3	N	N	1	*	*,593,*
contig_1093	5936	6	N	N	1	*	*,1093,*
contig_740	5934	3	N	N	1	*	*,740,*
contig_420	5921	3	N	Y	1	*	420
contig_1136	5909	3	N	N	1	*	*,1136,*
contig_309	5902	5	N	N	1	*	*,309,*
contig_723	5896	3	N	N	1	*	*,723,*
contig_668	5860	3	N	N	1	*	*,668,*
contig_890	5852	3	N	N	1	*	*,890,*
contig_267	5851	3	N	N	1	*	*,267,*
contig_977	5825	8	N	N	2	*	*,977,*
contig_1127	5811	3	N	N	1	*	*,1127,*
contig_177	5804	7	N	N	2	*	*,177,*
contig_392	5800	5	N	N	1	*	*,392,*
contig_545	5795	3	N	N	1	*	*,545,*
contig_62	5791	5	N	N	1	*	*,62,*
contig_1209	5768	4	N	N	1	*	*,1209,*
contig_74	5736	3	N	N	1	*	*,74,*
contig_1039	5701	3	N	N	1	*	*,1039,*
contig_919	5694	4	N	N	1	*	*,919,*
contig_914	5693	4	N	N	1	*	*,914,*
contig_754	5687	4	N	N	1	*	*,754,*
contig_1071	5627	4	N	N	1	*	*,1071,*
contig_619	5624	6	N	N	1	*	*,619,*
contig_234	5574	5	N	N	1	*	*,234,*
contig_304	5570	6	N	N	1	*	*,304,*
contig_830	5555	5	N	N	1	*	*,830,*
contig_1059	5544	3	N	N	1	*	*,1059,*
contig_959	5542	6	N	N	1	*	*,959,*
contig_517	5536	5	N	N	1	*	*,517,*
contig_662	5535	5	N	N	1	*	*,662,*
contig_1146	5477	3	N	N	1	*	*,1146,*
contig_998	5477	3	N	N	1	*	*,998,*
contig_650	5474	3	N	N	1	*	*,650,*
contig_1018	5472	3	N	N	1	*	*,1018,*
contig_330	5462	3	N	N	1	*	*,330,*
contig_686	5458	3	N	N	1	*	*,686,*
contig_654	5450	3	N	N	1	*	*,654,*
contig_1073	5447	3	N	N	1	*	*,1073,*
contig_988	5443	4	N	N	1	*	*,988,*
contig_116	5430	3	N	N	1	*	*,116,*
contig_680	5395	3	N	N	1	*	*,680,*
contig_117	5393	3	N	N	1	*	*,117,*
contig_758	5388	4	N	N	1	*	*,758,*
contig_700	5368	4	N	N	1	*	*,700,*
contig_560	5354	4	N	N	1	*	*,560,*
contig_625	5337	3	N	N	1	*	*,625,*
contig_696	5330	3	N	N	1	*	*,696,*
contig_1040	5325	3	N	N	1	*	*,1040,*
contig_719	5302	4	N	N	1	*	*,719,*
contig_165	5289	6	N	N	1	*	*,165,*
contig_817	5284	3	N	N	1	*	*,817,*
contig_32	5272	3	N	N	1	*	*,32,*
contig_789	5254	4	N	N	1	*	*,789,*
contig_932	5248	3	N	N	1	*	*,932,*
contig_685	5247	5	N	N	1	*	*,685,*
contig_1266	5245	4	N	N	1	*	*,1266,*
contig_929	5243	4	N	N	1	*	*,929,*
contig_684	5226	8	N	N	2	*	*,684,*
contig_773	5199	3	N	N	1	*	*,773,*
contig_582	5197	6	N	N	1	*	*,582,*
contig_834	5182	6	N	N	1	*	*,834,*
contig_1196	5174	4	N	N	1	*	*,1196,*
contig_1140	5169	3	N	N	1	*	*,1140,*
contig_1285	5168	7	N	N	1	*	*,1285,*
contig_1176	5153	3	N	N	1	*	*,1176,*
contig_1293	5152	5	N	N	1	*	*,1293,*
contig_728	5139	6	N	N	1	*	*,728,*
contig_1219	5117	3	N	N	1	*	*,1219,*
contig_209	5107	6	N	N	1	*	*,209,*
contig_467	5107	3	N	N	1	*	*,467,*
contig_925	5082	3	N	N	1	*	*,925,*
contig_1046	5059	5	N	N	1	*	*,1046,*
contig_887	5056	3	N	N	1	*	*,887,*
contig_681	5049	3	N	N	1	*	*,681,*
contig_485	5030	3	N	N	1	*	*,485,*
contig_515	5026	6	N	N	1	*	*,515,*
contig_967	5019	5	N	N	1	*	*,967,*
contig_955	5014	11	N	N	2	*	*,955,*
contig_727	4993	5	N	N	1	*	*,727,*
contig_1089	4991	3	N	N	1	*	*,1089,*
contig_421	4991	4	N	N	1	*	*,421,*
contig_611	4955	4	N	N	1	*	*,611,*
contig_854	4936	3	N	N	1	*	*,854,*
contig_529	4920	3	N	N	1	*	*,529,*
contig_1032	4892	3	N	N	1	*	*,1032,*
contig_952	4890	4	N	N	1	*	*,952,*
contig_514	4887	13	N	N	2	*	*,514,*
contig_122	4886	3	N	N	1	*	*,122,*
contig_674	4873	3	N	N	1	*	*,674,*
contig_376	4869	3	N	N	1	*	*,376,*
contig_1036	4861	5	N	N	1	*	*,1036,*
contig_591	4850	3	N	N	1	*	*,591,*
contig_869	4837	4	N	N	1	*	*,869,*
contig_615	4834	4	N	N	1	*	*,615,*
contig_697	4827	3	N	N	1	*	*,697,*
contig_196	4815	5	N	N	1	*	*,196,*
contig_208	4813	3	N	N	1	*	*,208,*
contig_1024	4808	3	N	N	1	*	*,1024,*
contig_1068	4807	4	N	N	1	*	*,1068,*
contig_724	4793	4	N	N	1	*	*,724,*
contig_776	4793	3	N	N	1	*	*,776,*
contig_749	4791	4	N	N	1	*	*,749,*
contig_314	4785	4	N	N	1	*	*,314,*
contig_1310	4782	7	N	N	2	*	*,1310,*
contig_924	4777	5	N	N	1	*	*,924,*
contig_540	4770	8	N	N	2	*	*,540,*
contig_546	4768	3	N	N	1	*	*,546,*
contig_63	4756	9	N	N	2	*	*,63,*
contig_837	4756	3	N	N	1	*	*,837,*
contig_1212	4747	6	N	N	1	*	*,1212,*
contig_215	4720	3	N	N	1	*	*,215,*
contig_873	4699	5	N	N	1	*	*,873,*
contig_1155	4697	5	N	N	1	*	*,1155,*
contig_570	4694	3	N	N	1	*	*,570,*
contig_731	4691	3	N	N	1	*	*,731,*
contig_972	4689	3	N	N	1	*	*,972,*
contig_197	4688	4	N	N	1	*	*,197,*
contig_596	4673	3	N	N	1	*	*,596,*
contig_101	4669	4	N	N	1	*	*,101,*
contig_1145	4658	3	N	N	1	*	*,1145,*
contig_655	4653	4	N	N	1	*	*,655,*
contig_784	4650	5	N	N	1	*	*,784,*
contig_829	4650	6	N	N	1	*	*,829,*
contig_440	4635	3	N	N	1	*	*,440,*
contig_123	4590	5	N	N	1	*	*,123,*
contig_683	4588	3	N	N	1	*	*,683,*
contig_48	4559	4	N	N	1	*	*,48,*
contig_1005	4548	3	N	N	1	*	*,1005,*
contig_1007	4540	4	N	N	1	*	*,1007,*
contig_357	4537	3	N	N	1	*	*,357,*
contig_471	4537	4	N	N	1	*	*,471,*
contig_427	4534	6	N	N	1	*	*,427,*
contig_1308	4459	3	N	Y	1	*	*,1308
contig_957	4438	3	N	N	1	*	*,957,*
contig_1303	4432	5	N	N	1	*	*,1303,*
contig_713	4418	3	N	N	1	*	*,713,*
contig_80	4400	5	N	N	1	*	80,-77
contig_96	4397	4	N	N	1	*	*,96,*
contig_850	4396	3	N	N	1	*	*,850,*
contig_648	4389	4	N	N	1	*	*,648,*
contig_336	4384	3	N	N	1	*	*,336,*
contig_1050	4372	3	N	N	1	*	*,1050,*
contig_990	4370	4	N	N	1	*	*,990,*
contig_85	4355	3	N	N	1	*	*,85,*
contig_367	4347	5	N	N	1	*	*,367,*
contig_567	4347	3	N	N	1	*	*,567,*
contig_130	4342	3	N	N	1	*	*,130,*
contig_346	4339	5	N	N	1	*	*,346,*
contig_1218	4336	5	N	N	1	*	*,1218,*
contig_641	4322	6	N	N	1	*	*,641,*
contig_350	4317	4	N	N	1	*	*,350,*
contig_531	4313	3	N	N	1	*	*,531,*
contig_442	4311	3	N	N	1	*	*,442,*
contig_884	4306	3	N	N	1	*	*,884,*
contig_1179	4303	5	N	N	1	*	*,1179,*
contig_157	4295	4	N	N	1	*	*,157,*
contig_1013	4278	3	N	N	1	*	*,1013,*
contig_734	4276	8	N	N	2	*	*,734,*
contig_907	4265	3	N	N	1	*	*,907,*
contig_726	4256	4	N	N	1	*	*,726,*
contig_916	4236	9	N	N	2	*	*,916,*
contig_974	4211	4	N	N	1	*	*,974,*
contig_1047	4203	3	N	N	1	*	*,1047,*
contig_301	4201	5	N	N	1	*	*,301,*
contig_1309	4176	3	N	Y	1	*	*,1309
contig_348	4171	4	N	N	1	*	*,348,*
contig_698	4146	3	N	N	1	*	*,698,*
contig_717	4136	4	N	N	1	*	*,717,*
contig_107	4108	4	N	N	1	*	*,107,*
contig_1277	4104	3	N	N	1	*	*,1277,*
contig_1060	4096	4	N	N	1	*	*,1060,*
contig_527	4093	4	N	N	1	*	*,527,*
contig_523	4091	3	N	N	1	*	*,523,*
contig_604	4084	4	N	N	1	*	*,604,*
contig_725	4065	4	N	N	1	*	*,725,*
contig_250	4059	3	N	N	1	*	*,250,*
contig_1203	4041	3	N	N	1	*	*,1203,*
contig_192	4037	5	N	N	1	*	*,192,*
contig_904	4017	4	N	N	1	*	*,904,*
contig_898	4011	3	N	N	1	*	*,898,*
contig_922	4004	4	N	N	1	*	*,922,*
contig_621	3998	5	N	N	1	*	*,621,*
contig_500	3993	6	N	N	1	*	*,500,*
contig_761	3956	4	N	N	1	*	*,761,*
contig_513	3953	4	N	N	1	*	*,513,*
contig_587	3932	4	N	N	1	*	*,1309,587,*
contig_496	3894	5	N	N	1	*	*,496,*
contig_318	3889	4	N	N	1	*	*,318,*
contig_372	3889	3	N	N	1	*	*,372,*
contig_574	3888	3	N	N	1	*	*,574,*
contig_1224	3877	3	N	N	1	*	*,1224,*
contig_796	3854	3	N	N	1	*	*,796,*
contig_788	3853	5	N	N	1	*	*,788,*
contig_928	3840	3	N	N	1	*	*,928,*
contig_1134	3823	8	N	N	2	*	*,1134,*
contig_793	3820	4	N	N	1	*	*,793,*
contig_1044	3813	4	N	N	1	*	*,1044,*
contig_458	3813	4	N	N	1	*	*,458,*
contig_721	3792	3	N	N	1	*	*,721,*
contig_563	3788	8	N	N	2	*	*,563,*
contig_1292	3785	7	N	N	1	*	*,1292,*
contig_559	3783	4	N	N	1	*	*,559,*
contig_879	3770	3	N	N	1	*	*,879,*
contig_1064	3763	3	N	N	1	*	*,1064,*
contig_516	3737	4	N	N	1	*	*,516,*
contig_1051	3726	4	N	N	1	*	*,1051,*
contig_930	3719	3	N	N	1	*	*,930,*
contig_658	3714	21	N	N	4	*	658
contig_691	3714	4	N	N	1	*	*,691,*
contig_375	3706	3	N	N	1	*	*,375,*
contig_597	3687	3	N	N	1	*	*,597,*
contig_468	3681	5	N	N	1	*	*,468,*
contig_859	3647	6	N	N	1	*	*,859,*
contig_1023	3601	4	N	N	1	*	*,1023,*
contig_722	3595	4	N	N	1	*	*,722,*
contig_601	3590	3	N	N	1	*	*,601,*
contig_1079	3564	3	N	N	1	*	*,1079,*
contig_1240	3541	7	N	N	1	*	*,1240,*
contig_194	3524	4	N	N	1	*	*,194,*
contig_1000	3519	5	N	N	1	*	*,1000,*
contig_823	3505	3	N	N	1	*	*,823,*
contig_210	3495	3	N	N	1	*	*,210,*
contig_1186	3469	3	N	N	1	*	*,1186,*
contig_31	3462	4	N	N	1	*	*,31,*
contig_154	3449	8	N	N	2	*	*,154,*
contig_948	3447	5	N	N	1	*	*,948,*
contig_424	3443	4	N	N	1	*	*,424,*
contig_652	3443	3	N	N	1	*	*,652,*
contig_643	3426	5	N	N	1	*	*,643,*
contig_1095	3395	5	N	N	1	*	*,1095,*
contig_1320	3359	5	N	N	1	*	*,1320,*
contig_864	3359	3	N	N	1	*	*,864,*
contig_294	3356	5	N	N	1	*	*,294,*
contig_273	3350	4	N	N	1	*	*,273,*
contig_274	3324	9	N	N	2	*	*,272,274,-272,*
contig_814	3323	3	N	N	1	*	*,814,*
contig_1038	3319	3	N	N	1	*	*,1038,*
contig_319	3315	3	N	N	1	*	*,319,*
contig_386	3315	4	N	N	1	*	*,386,*
contig_881	3311	5	N	N	1	*	*,881,*
contig_714	3303	4	N	N	1	*	*,714,*
contig_1294	3277	3	N	N	1	*	*,1294,*
contig_1319	3276	4	Y	Y	1	*	1319
contig_852	3261	4	N	N	1	*	*,852,*
contig_321	3236	3	N	N	1	*	*,321,*
contig_400	3233	5	N	N	1	*	*,400,*
contig_222	3223	5	N	N	1	*	*,222,*
contig_937	3222	4	N	N	1	*	*,937,*
contig_841	3219	8	N	N	1	*	*,841,*
contig_801	3211	6	N	N	1	*	*,801,*
contig_973	3208	5	N	N	1	*	*,973,*
contig_452	3206	3	N	N	1	*	*,452,*
